bbl,address,bldgtype,ess,gfa,numbldgs,eui,energy (kBtu),bin,primary_type,other_types_dict, electricity , natural_gas , steam , fuel_4 , fuel_2 , elec kbtu , gas kbtu , total kbtu , EUI 
1013920001,960 Fifth Ave/3 East 77th St,Multifamily Housing,52,213319,1,108.8,23201007.9,1041816,Multifamily Housing,," 4,534,048 "," 333,510 "," 6,655,344 ",,,,,,
1008427502,15 Union Square West,Multifamily Housing,3,111568,1,235.1,26233467.3,1016065,Multifamily Housing,"{'Multifamily Housing': 95592.0, 'Retail Store': 15976.0}"," 6,087,895 "," 6,488,074 ",,,,,,,
1015070033,1220 Park Ave,Multifamily Housing,100,246000,1,112.8,27749002,1047431,Multifamily Housing,," 3,848,971 "," 13,613,803 ",,,,,,,
1013500011,325 East 57th St,Multifamily Housing,100,98766,1,64.5,6367459.7,1040000,Multifamily Housing,," 1,175,658 "," 148,863 ",,," 2,525,676 ",,,,
1013817502,45 East 66th St,Multifamily Housing,76,163553,1,102.7,16803370.9,1076285,Multifamily Housing,"{'Multifamily Housing': 155153.0, 'Other': 8400.0}"," 1,795,846 "," 109,573 "," 7,913,569 ",,,,,,
1013790021,29 East 64th St,Multifamily Housing,100,128000,1,56.8,7264104.9,1041078,Multifamily Housing,"{'Multifamily Housing': 123000.0, 'Retail Store': 5000.0}"," 2,244,278 "," 305,109 ",,,,,,,
1014910030,79 East 79th St,Multifamily Housing,,65353,1,134.2,8767180.9,1046442,Multifamily Housing,"{'Multifamily Housing': 63877.0, 'Urgent Care/Clinic/Other Outpatient': 1476.0}"," 1,338,970 "," 85,800 "," 3,428,440 ",,,,,,
1013870037,770 Park Ave,Multifamily Housing,25,210783,1,157,33102191.5,1041464,Multifamily Housing,"{'Multifamily Housing': 209183.0, 'Urgent Care/Clinic/Other Outpatient': 1600.0}"," 5,381,458 "," 303,461 "," 11,968,644 ",,,,,,
1013770040,570 Park Ave,Multifamily Housing,95,152899,1,107.6,16453121.6,1040900,Multifamily Housing,"{'Multifamily Housing': 144899.0, 'Medical Office': 8000.0}"," 3,170,942 "," 181,322 ",,," 6,031,429 ",,,,
1013780001,820 Fifth Ave,Multifamily Housing,,114465,1,195.9,22427813.7,1041015,Multifamily Housing,," 5,047,809 "," 230,823 "," 4,763,224 ",,,,,,
1015697502,401 East 89th St,Multifamily Housing,45,191306,1,131.1,25071208.2,1076331,Multifamily Housing,"{'Multifamily Housing': 189556.0, 'Other': 1000.0, 'Food Sales': 750.0, 'Parking': 5500.0}"," 4,548,908 "," 10,246,637 ",,,,,,,
1013810069,2 East 67th St,Multifamily Housing,,102879,1,201.4,20719253.5,1041195,Multifamily Housing,," 2,715,843 "," 97,533 "," 8,926,733 ",,,,,,
1014950001,1020 Fifth Ave,Multifamily Housing,,73983,1,129.4,9572917.2,1046777,Multifamily Housing,," 1,488,990 "," 66,959 ",,," 4,830,690 ",,,,
1013920070,965 Fifth Ave,Multifamily Housing,43,110150,1,123,13543738.3,1076290,Multifamily Housing,," 2,352,909 "," 5,961,893 ",,,,,,,
1015140001,1021 Park Ave,Multifamily Housing,85,130864,1,108.8,14239691.4,1047926,Multifamily Housing,"{'Multifamily Housing': 128264.0, 'Other': 2600.0}"," 2,470,832 "," 6,172,648 ",,,,,,,
1015050069,1125 Fifth Ave,Multifamily Housing,100,134701,2,75.9,10219814.6,1047134,Multifamily Housing,," 1,598,186 "," 4,366,663 ",,,,,,,
1014000069,635 Park Ave,Multifamily Housing,,72600,1,115,8348611.8,1042448,Multifamily Housing,"{'Multifamily Housing': 72100.0, 'Urgent Care/Clinic/Other Outpatient': 500.0}"," 1,386,630 "," 120,767 ",," 3,913,968 ",,,,,
1015090001,925 Park Ave,Multifamily Housing,73,113599,1,111.8,12701285.6,1047502,Multifamily Housing,"{'Multifamily Housing': 107949.0, 'Medical Office': 5650.0}"," 2,316,594 "," 4,876,341 ",,,,,,,
1014070008,117 East 72nd St,Multifamily Housing,66,88182,1,152.8,13473783.2,1042843,Multifamily Housing,"{'Multifamily Housing': 85886.0, 'Other': 2296.0}"," 1,957,897 "," 213,103 "," 5,429,345 ",,,,,,
1013690019,455 East 57th St,Multifamily Housing,90,99617,1,97.6,9720039.2,1040542,Multifamily Housing,," 1,308,019 "," 228,060 "," 3,987,625 ",,,,,,
1014910012,21 East 79th St,Multifamily Housing,,55000,1,162,8909505,1046432,Multifamily Housing,"{'Multifamily Housing': 53800.0, 'Urgent Care/Clinic/Other Outpatient': 1200.0}"," 1,300,252 "," 49,752 "," 3,692,170 ",,,,,,
1014930001,998 Fifth Ave,Multifamily Housing,,165000,1,112.1,18490405.2,1046660,Multifamily Housing,," 3,443,260 "," 7,015,438 ",,,,,,,
1013840001,880 Fifth Ave,Multifamily Housing,,337286,1,176.5,59534682.9,1041291,Multifamily Housing,"{'Multifamily Housing': 334086.0, 'Urgent Care/Clinic/Other Outpatient': 2400.0, 'Medical Office': 800.0, 'Parking': 22000.0}"," 10,007,164 "," 10,817,227 "," 12,189,916 ",,,,,,
1013950017,770 Lexington Ave &131 East 60th St,Office,28,194355,1,292,56743267.7,1041920,Office,"{'Financial Office': 5656.0, 'Retail Store': 20080.0, 'Office': 168619.0}"," 10,044,954 ",," 22,209,568 ",,,,,,
1014070001,765/775 Park Ave,Multifamily Housing,87,227063,1,118.3,26865146.6,1042841,Multifamily Housing,," 4,895,843 "," 10,127,906 ",,,,,,,
1014667501,422 East 72nd St,Multifamily Housing,42,365100,1,168.5,61527557.4,1045832,Multifamily Housing,"{'Multifamily Housing': 355100.0, 'Other': 5000.0, 'Medical Office': 5000.0, 'Parking': 5000.0}"," 11,048,634 "," 766,073 "," 20,474,605 ",,,,,,
1013870014,19 East 72nd St,Multifamily Housing,76,199858,1,130.9,26159292.1,1041455,Multifamily Housing,"{'Multifamily Housing': 198233.0, 'Urgent Care/Clinic/Other Outpatient': 1625.0}"," 3,936,880 "," 12,112,410 ",,,,,,,
1014040022,131 East 69th St,Multifamily Housing,86,70000,1,99.3,6952587.4,1042487,Multifamily Housing,"{'Multifamily Housing': 66000.0, 'Urgent Care/Clinic/Other Outpatient': 4000.0}"," 1,232,758 "," 1,781,507 ",,," 1,242,828 ",,,,
1015890002,1 East End Ave,Multifamily Housing,62,124109,1,123.3,15298177.3,1051376,Multifamily Housing,," 2,197,529 "," 7,382,306 ",,,,,,,
1014960034,1000 Park Ave,Multifamily Housing,93,184000,1,119.3,21952675.6,1046822,Multifamily Housing,"{'Multifamily Housing': 181395.0, 'Urgent Care/Clinic/Other Outpatient': 2605.0}"," 3,923,237 "," 8,294,004 ",,,,,,,
1013870027,45 East 72nd St,Multifamily Housing,73,95944,1,106.4,10203654.9,1041460,Multifamily Housing,"{'Multifamily Housing': 92844.0, 'Urgent Care/Clinic/Other Outpatient': 3100.0}"," 1,545,748 "," 4,694,653 ",,,,,,,
1013850032,720 Park Ave,Multifamily Housing,56,206989,1,147.8,30599872.5,1041332,Multifamily Housing,," 4,714,315 "," 277,253 "," 11,858,987 ",,,,,,
1014130001,885 Park Ave,Multifamily Housing,91,183090,1,116.9,21407935.7,1043230,Multifamily Housing,"{'Multifamily Housing': 175590.0, 'Medical Office': 7500.0}"," 3,357,584 "," 160,035 ",,," 9,246,924 ",,,,
1015090016,133 East 80th St,Multifamily Housing,60,82291,1,123.4,10157600.1,1047509,Multifamily Housing,"{'Multifamily Housing': 80711.0, 'Other': 1580.0}"," 1,730,095 "," 69,350 ",,," 4,435,734 ",,,,
1013820036,660 Park Ave,Multifamily Housing,,59935,1,138.2,8283515.7,1041223,Multifamily Housing,," 1,528,933 "," 86,793 ",,," 3,361,680 ",,,,
1013860069,907 Fifth Ave,Multifamily Housing,28,150000,1,122.4,18360968.4,1041378,Multifamily Housing,"{'Multifamily Housing': 143400.0, 'Medical Office': 6600.0}"," 3,202,961 "," 7,322,690 ",,,,,,,
1008770013,50 Gramercy Park North,Multifamily Housing,1,70000,1,276.3,19340699,1087279,Multifamily Housing,," 5,229,514 "," 13,594 "," 2,223,264 ",,,,,,
1013860033,740 Park Ave,Multifamily Housing,8,296023,1,185.2,54821285.9,1041363,Multifamily Housing,"{'Multifamily Housing': 292023.0, 'Urgent Care/Clinic/Other Outpatient': 4000.0}"," 9,539,532 "," 355,930 "," 18,503,740 ",,,,,,
1014460038,340 East 72nd St,Multifamily Housing,79,99272,1,106.1,10532376.5,1044864,Multifamily Housing,"{'Multifamily Housing': 97072.0, 'Urgent Care/Clinic/Other Outpatient': 2200.0}"," 1,525,625 "," 5,034,660 ",,,,,,,
1013780033,580 Park Ave,Multifamily Housing,99,197056,1,96.9,19087304,1041036,Multifamily Housing,"{'Multifamily Housing': 194808.0, 'Other': 2248.0}"," 3,825,692 "," 3,368,494 ",,," 3,726,552 ",,,,
1013810035,640 Park Ave,Multifamily Housing,,103583,1,139.8,14482506.6,1041175,Multifamily Housing,"{'Multifamily Housing': 99583.0, 'Urgent Care/Clinic/Other Outpatient': 4000.0}"," 2,910,631 "," 4,711,933 ",,,,,,,
1015120070,993 Park Ave,Multifamily Housing,87,138264,1,92.3,12759276,1047665,Multifamily Housing,"{'Multifamily Housing': 133334.0, 'Urgent Care/Clinic/Other Outpatient': 4930.0}"," 2,333,130 "," 114,100 ",," 5,387,838 ",,,,,
1013987502,139 East 63rd St,Multifamily Housing,6,100937,1,161.7,16324895,1076296,Multifamily Housing,"{'Multifamily Housing': 95487.0, 'Urgent Care/Clinic/Other Outpatient': 5450.0}"," 2,378,832 "," 170,484 "," 7,486,607 ",,,,,,
1014910016,31 East 79th St,Multifamily Housing,,78196,1,113.9,8910372.5,1046434,Multifamily Housing,"{'Multifamily Housing': 74766.0, 'Other': 3430.0}"," 1,342,372 "," 48,800 "," 3,528,772 ",,,,,,
1014950004,1025 Fifth Avenue,Multifamily Housing,35,292750,1,148.5,43468254.5,1046778,Multifamily Housing,"{'Multifamily Housing': 284443.0, 'Office': 8307.0, 'Parking': 19800.0}"," 6,771,030 "," 498,059 "," 16,007,934 ",,,,,,
5000220070,80-82 St. Marks Place,Multifamily Housing,24,248788,4,145.6,36228019.1,5112218;5112219;5112216;5112217,Multifamily Housing,," 4,213,107 "," 20,537,865 ",,,,,,,
1006970031,259 Tenth Avenue,K-12 School,62,214783,1,170.3,36582900.2,1012384,K-12 School,," 9,167,899 "," 6,629,050 ",,,,,,,
1012750008,9 East 40th Street,Office,44,79690,2,246.6,19648902.3,1081143,Office,"{'Other': 2200.0, 'Office': 77490.0}"," 4,409,253 "," 1,920,124 ",,," 3,278,577 ",,,,
3002650043,50 Court Street,Office,58,136546,1,229.5,31332525.4,3002549,Office,"{'Retail Store': 10504.0, 'Office': 126042.0}"," 8,620,578 ",,," 3,681,536 ",,,,,
3002550001,44 Court Street,Office,60,149445,1,218.1,32599683.6,3002242,Office,"{'Retail Store': 14100.0, 'Office': 135345.0}"," 7,258,620 ",,,," 8,478,003 ",,,,
1004747506,40 Mercer Street,Multifamily Housing,4,169614,1,171.6,29107404.4,1087559,Multifamily Housing,"{'Multifamily Housing': 164464.0, 'Financial Office': 1625.0, 'Other': 3525.0, 'Parking': 21000.0}"," 7,291,676 "," 5,295,840 ",,,,,,,
1008680072,437 5th Avenue,Office,36,67365,1,263.2,17731599.4,1017244,Office,"{'Retail Store': 6125.0, 'Office': 61240.0}"," 4,068,800 "," 289,952 ",," 3,646,934 ",,,,,
1012920048,32 East 57th Street,Office,90,104990,1,128.2,13464920.7,1035788,Office,"{'Retail Store': 5000.0, 'Office': 99990.0}"," 3,136,901 ",,,," 3,120,483 ",,,,
1012600042,2 West 45th Street,Office,24,119990,1,313.6,37627640.8,1034228,Office,"{'Retail Store': 7500.0, 'Office': 112490.0}"," 10,506,019 "," 1,204,652 ",,," 3,036,111 ",,,,
3002650040,186 Joralemon Street,Office,79,91212,1,148.7,13564508.3,3002548,Office,"{'Medical Office': 25891.0, 'Office': 65321.0}"," 3,603,407 ",,,," 1,980,852 ",,,,
1008140046,108 West 39th Street,Office,62,97490,1,203.8,19865010.6,1015273,Office,"{'Other': 7500.0, 'Office': 89990.0}"," 4,339,650 "," 1,799,774 "," 3,260,158 ",,,,,,
1008690066,10 East 40th Street,Office,74,430070,1,187.6,80669298.6,1017601,Office,"{'K-12 School': 29990.0, 'Office': 400080.0}"," 21,044,005 ",," 10,924,061 ",,,,,,
1008360043,366 Fifth Avenue,Office,76,154340,1,180.1,27800317.2,1015878,Office,"{'Retail Store': 12862.0, 'Office': 141478.0}"," 6,641,828 "," 2,015 ",,," 5,796,000 ",,,,
1012630071,1212 Avenue of The Americas,Office,51,247919,1,238.7,59178981.3,1034502,Office,"{'Retail Store': 21556.0, 'Office': 226363.0}"," 12,462,770 ",," 16,662,677 ",,,,,,
1013777501,817 Fifth Ave,Multifamily Housing,,53839,1,191.4,10306103.2,1040922,Multifamily Housing,," 1,660,656 "," 55,450 "," 3,851,415 ",,,,,,
1012770002,505 Fifth Avenue,Office,61,281627,2,215.6,60723445.7,1035408,Office,"{'Retail Store': 25427.0, 'Office': 256200.0}"," 15,547,270 ",," 8,639,247 ",,,,,,
1000100014,33 Whitehall Street,Office,42,405310,1,281.9,114254061.2,1000023,Office,," 32,728,341 ",," 8,621,971 ",,,,,,
1012817501,360 Madison Avenue,Office,52,345360,1,253.9,87696725.6,1086068,Office,"{'Retail Store': 19254.0, 'Office': 326106.0}"," 24,427,886 ",," 7,984,923 ",,,,,,
1012830001,579 Fifth Avenue,Office,78,126615,1,166.6,21092657.8,1035408,Office,," 5,469,914 ",," 2,714,929 ",,,,,,
1012820001,565 5th Avenue,Office,34,326127,1,295.3,96312394,1035402,Office,"{'Retail Store': 15998.0, 'Office': 310129.0}"," 25,817,089 ",," 11,600,571 ",,,,,,
4003760001,34-01 38th Avenue,Office,92,159980,1,122.8,19647948,4004564,Office,"{'Retail Store': 39990.0, 'Office': 119990.0}"," 3,045,488 "," 915,733 ",," 7,623,244 ",,,,,
1013800069,4 East 66th St,Multifamily Housing,,101929,1,196.7,20052932,1041153,Multifamily Housing,," 4,272,555 "," 5,864,313 ",,,,,,,
1014080001,785 Park Ave,Multifamily Housing,51,138244,1,115,15903184.1,1043025,Multifamily Housing,"{'Multifamily Housing': 134644.0, 'Urgent Care/Clinic/Other Outpatient': 3600.0}"," 2,690,584 "," 6,584,336 ",,,,,,,
1014040014,129 East 69th St,Multifamily Housing,,83140,1,103.3,8591162.7,1042486,Multifamily Housing,"{'Multifamily Housing': 78153.0, 'Medical Office': 1918.0, 'Retail Store': 3069.0}"," 1,270,329 "," 189,443 ",," 4,234,584 ",,,,,
1013930043,66 East 79th St,Multifamily Housing,,61875,1,122.1,7557769.1,1041880,Multifamily Housing,"{'Multifamily Housing': 60600.0, 'Urgent Care/Clinic/Other Outpatient': 1275.0}"," 1,084,900 "," 66,939 "," 3,087,159 ",,,,,,
1015130005,103 East 84th St,Multifamily Housing,92,56871,1,101.2,5755053.1,1047669,Multifamily Housing,"{'Multifamily Housing': 54671.0, 'Urgent Care/Clinic/Other Outpatient': 2200.0}"," 801,716 "," 90,636 ",,," 3,008,400 ",,,,
1014130064,120 East 79th St & 116 East 79th St,Multifamily Housing,50,81851,1,128.7,10533534.1,1043260,Multifamily Housing,"{'Multifamily Housing': 79651.0, 'Urgent Care/Clinic/Other Outpatient': 2200.0}"," 1,490,897 "," 5,162,397 ",,,,,,,
1015040069,1115 Fifth Ave,Multifamily Housing,87,196547,1,103,20253242.8,1047093,Multifamily Housing,"{'Multifamily Housing': 194347.0, 'Urgent Care/Clinic/Other Outpatient': 2200.0}"," 3,066,398 "," 9,249,803 ",,,,,,,
1013910054,50 East 77th St,Multifamily Housing,23,155819,1,130.5,20339837.5,1041804,Multifamily Housing,," 3,311,018 "," 21,330 ",,," 9,384,000 ",,,,
1013090069,417 Park Ave,Multifamily Housing,76,100247,1,112.8,11310969.3,1036494,Multifamily Housing,"{'Multifamily Housing': 96547.0, 'Other': 3700.0}"," 2,039,599 "," 161,033 ",,," 4,668,264 ",,,,
1014060046,164 East 72nd St,Multifamily Housing,82,107645,1,123.4,13286002.5,1042822,Multifamily Housing,"{'Multifamily Housing': 106915.0, 'Urgent Care/Clinic/Other Outpatient': 730.0}"," 2,846,029 "," 92,030 ",,," 4,334,580 ",,,,
1013890036,800 Park Ave,Multifamily Housing,,73909,1,112.6,8318637.8,1041659,Multifamily Housing,," 1,471,409 "," 64,364 "," 2,646,823 ",,,,,,
1015100072,955 Park Ave,Multifamily Housing,43,74018,1,155.4,11505046.7,1047595,Multifamily Housing,," 1,655,331 "," 71,685 ",," 5,694,876 ",,,,,
1014020033,167 East 67th St,Multifamily Housing,32,109200,1,154.8,16901490.8,1042473,Multifamily Housing,"{'Multifamily Housing': 103900.0, 'Retail Store': 5300.0}"," 2,632,909 "," 249,450 "," 6,373,566 ",,,,,,
1013847501,28 East 70th St,Multifamily Housing,,80992,1,235.8,19100834.4,1041317,Multifamily Housing,"{'Multifamily Housing': 64192.0, 'Retail Store': 16800.0}"," 5,384,500 "," 20,470 "," 1,662,012 ",,,,,,
1010087501,112 West 56th St,Multifamily Housing,,411952,1,83.9,34564282.2,1023398,Multifamily Housing,"{'Multifamily Housing': 291952.0, 'Other': 120000.0}"," 5,545,086 "," 16,673,501 ",,,,,,,
1016040001,1170 Fifth Ave,Multifamily Housing,95,162631,1,101.7,16534642.1,1051482,Multifamily Housing,," 2,256,264 "," 8,244,144 ",,,,,,,
1013110065,110 East 57th St,Multifamily Housing,9,161300,1,177.9,28695410.9,1036897,Multifamily Housing,"{'Multifamily Housing': 152280.0, 'Other': 5050.0, 'Parking': 3600.0, 'Restaurant': 3970.0}"," 4,681,766 "," 2,589,750 "," 8,688,093 ",,,,,,
1014980010,11 East 86th St,Multifamily Housing,75,127460,1,112.4,14324322.5,1046848,Multifamily Housing,"{'Multifamily Housing': 124960.0, 'Urgent Care/Clinic/Other Outpatient': 2500.0, 'Parking': 5000.0}"," 2,329,109 "," 208,439 ",,," 6,711,630 ",,,,
1013690012,435 East 57th St,Multifamily Housing,80,96038,1,99.9,9591936.1,1040539,Multifamily Housing,"{'Multifamily Housing': 93638.0, 'Urgent Care/Clinic/Other Outpatient': 1650.0, 'Other': 750.0}"," 1,301,289 "," 4,817,986 ",,,,,,,
1015070041,70 East 96th St,Multifamily Housing,88,120231,1,104.5,12558649.4,1047433,Multifamily Housing,"{'Multifamily Housing': 118423.0, 'Urgent Care/Clinic/Other Outpatient': 1808.0}"," 1,679,602 "," 241,943 ",," 6,497,731 ",,,,,
1015140066,108 East 86th St,Multifamily Housing,74,54940,1,110.1,6046556.9,1047946,Multifamily Housing,"{'Multifamily Housing': 54440.0, 'Urgent Care/Clinic/Other Outpatient': 500.0}"," 916,145 "," 465,679 ",,," 2,511,600 ",,,,
1014020021,901 Lexington Ave,Multifamily Housing,29,47531,1,157.4,7481261.6,1042469,Multifamily Housing,"{'Multifamily Housing': 43574.0, 'Urgent Care/Clinic/Other Outpatient': 3957.0}"," 1,298,489 "," 84,970 ",,," 3,122,526 ",,,,
1014920069,995 Fifth Avenue,Multifamily Housing,8,151627,1,156.4,23712632.6,1046650,Multifamily Housing,," 5,892,716 "," 642,709 "," 3,570,454 ",,,,,,
1014070051,150 East 73rd St,Multifamily Housing,60,106176,1,119,12639451.6,1042858,Multifamily Housing,"{'Multifamily Housing': 100032.0, 'Urgent Care/Clinic/Other Outpatient': 1444.0, 'Other': 4700.0}"," 1,583,962 "," 111,115 ",," 6,897,770 ",,,,,
1013930038,898 Park Ave,Multifamily Housing,,42560,1,175.8,7480053.9,1041876,Multifamily Housing,"{'Multifamily Housing': 41140.0, 'Urgent Care/Clinic/Other Outpatient': 1420.0}"," 1,119,498 "," 39,858 "," 2,932,655 ",,,,,,
1013897501,23 East 74th St,Multifamily Housing,13,107240,1,141.1,15135518.7,1041681,Multifamily Housing,"{'Multifamily Housing': 102410.0, 'Other': 1750.0, 'Restaurant': 3080.0}"," 2,481,297 "," 6,557,227 ",,,,,,,
1013950050,150 East 61st St,Multifamily Housing,7,196031,1,157,30784930.4,1041938,Multifamily Housing,"{'Multifamily Housing': 194831.0, 'Urgent Care/Clinic/Other Outpatient': 1200.0}"," 5,106,837 "," 256,956 "," 12,224,793 ",,,,,,
1007977507,140 West 22nd Street,Multifamily Housing,7,67132,1,174.6,11719309.6,1014779,Multifamily Housing,," 3,186,097 "," 1,628,127 ",,,,,,,
3029090106,340 Morgan Avenue,Distribution Center,60,134250,1,64.2,8613222.6,3070266,Distribution Center,," 2,435,315 "," 774,200 ",,,,,,,
1008440042,91 Fifth Avenue,Office,60,61000,1,178,10857533.8,1016095,Office,"{'Retail Store': 26000.0, 'Office': 35000.0}"," 2,868,178 "," 505,550 ",,," 1,161,132 ",,,,
1008220031,156 Fifth Avenue,Office,86,197688,1,151.1,29861863.4,1015499,Office,"{'Other': 16688.0, 'Retail Store': 31000.0, 'Office': 150000.0}"," 8,065,967 "," 4,020 ",,," 3,575,856 ",,,,
3031320027,339 Ellery Street,Multifamily Housing,,65371,1,160.5,10493912.1,3347566,Multifamily Housing,"{'Multifamily Housing': 64371.0, 'Office': 1000.0}"," 1,304,741 "," 5,658,144 ",,,,,,,
3017770015,270 Pulaski Street,Multifamily Housing,17,77740,1,137.9,10720369.9,3348297,Multifamily Housing,," 1,946,658 "," 4,480,263 ",,,,,,,
1014270007,215 East 72nd Street,Multifamily Housing,89,86422,1,111.2,9606813,1043966,Multifamily Housing,," 1,113,645 "," 99,657 ",,," 5,355,780 ",,,,
1014940023,45 East 82nd St,Multifamily Housing,19,54192,1,182.2,9872331.8,1046750,Multifamily Housing,"{'Multifamily Housing': 51123.0, 'Urgent Care/Clinic/Other Outpatient': 992.0, 'Other': 2077.0}"," 1,895,491 "," 3,809,336 ",,,,,,,
1011840010,263 West End Ave,Multifamily Housing,72,212500,1,97.7,20770109.5,1030987,Multifamily Housing,"{'Multifamily Housing': 211600.0, 'Urgent Care/Clinic/Other Outpatient': 900.0}"," 2,453,587 "," 290,913 ",,," 11,578,476 ",,,,
1015210069,1175 Park Ave,Multifamily Housing,1,187500,1,315.6,59177619,1048372,Multifamily Housing,"{'Multifamily Housing': 181500.0, 'Medical Office': 6000.0}"," 15,715,710 "," 8,961,530 ",,,,,,,
1008697501,445 Fifth Ave,Multifamily Housing,27,287000,1,194.4,55793135.6,1017603,Multifamily Housing,"{'Multifamily Housing': 179384.0, 'Retail Store': 12800.0, 'Office': 94816.0}"," 11,622,042 "," 350,424 ",,," 19,044,688 ",,,,
1014107503,188 East 76th St,Multifamily Housing,42,157740,1,145.7,22983660.1,1085651,Multifamily Housing,"{'Multifamily Housing': 141534.0, 'Medical Office': 16206.0}"," 4,414,719 "," 303,024 "," 6,718,336 ",,,,,,
1016080001,1215 Fifth Ave,Multifamily Housing,88,131835,1,118,15552997,1051491,Multifamily Housing,," 2,080,301 "," 7,878,082 ",,,,,,,
3029220003,260 Powers Street,Multifamily Housing,,151824,2,126.8,19245914.8,3327846,Multifamily Housing,"{'Multifamily Housing': 149324.0, 'Office': 1000.0, 'Food Sales': 1500.0}"," 2,620,771 "," 9,544,073 ",,,,,,,
1016030069,1165 Fifth Ave,Multifamily Housing,86,165728,1,97.8,16209649.7,1051480,Multifamily Housing,," 2,340,940 "," 7,701,870 ",,,,,,,
1014980001,1050 Fifth Ave,Multifamily Housing,54,196700,1,119.2,23453361.3,1046845,Multifamily Housing,"{'Multifamily Housing': 193200.0, 'Urgent Care/Clinic/Other Outpatient': 3500.0, 'Parking': 5300.0}"," 3,522,676 "," 231,958 "," 9,415,884 ",,,,,,
1018930025,312 West 109th Street,Multifamily Housing,91,58370,1,163.3,9531446,1057311,Multifamily Housing,," 831,428 "," 34,031 ",,," 6,134,652 ",,,,
1010550001,454 West 46th Street,Multifamily Housing,23,64230,1,141.9,9115499.2,1083773,Multifamily Housing,," 1,366,089 "," 4,299,839 ",,,,,,,
1013640034,429 East 52nd Street,Multifamily Housing,,327899,2,155.8,51088398,1040156,Multifamily Housing,"{'Multifamily Housing': 326699.0, 'Medical Office': 1200.0}"," 6,869,631 "," 25,839,712 ",,,,,,,
1015310040,210 East 86th Street,Office,85,180655,1,153.8,27777443.6,1048782,Office,," 8,009,671 "," 2,827,115 ",,,,,,,
2033190107,2877 Grand Concourse,Multifamily Housing,47,60366,1,164.2,9912884,2017603,Multifamily Housing,," 1,057,795 "," 372,081 ",,," 5,933,172 ",,,,
1021420244,635 West 174th Street,Multifamily Housing,34,89614,1,175.7,15742910.6,1063518,Multifamily Housing,"{'Multifamily Housing': 88535.0, 'Other': 1079.0}"," 1,922,521 "," 2,006,539 ",,," 6,900,414 ",,,,
1007677504,224 West 18th Street,Multifamily Housing,4,58120,1,174.8,10162088.3,1086198,Multifamily Housing,," 1,923,844 "," 3,522,404 ",,,,,,,
1005450026,740 Broadway,Office,68,316832,3,218.3,69154987.5,1080092,Office,"{'Retail Store': 28946.0, 'Office': 287886.0}"," 19,017,750 "," 646,907 ",,," 5,615,779 ",,,,
1014910007,9 East 79th St,Multifamily Housing,,32895,1,180.5,5938615.2,1046428,Multifamily Housing,"{'Multifamily Housing': 24895.0, 'Medical Office': 8000.0}"," 1,059,647 "," 2,213,874 ",,,,,,,
1005767501,60 West 13th Street,Multifamily Housing,55,62695,1,124.6,7809180.3,1009636,Multifamily Housing,," 1,572,454 "," 193,407 ",,," 2,346,000 ",,,,
1005770066,43 West 13th St,Multifamily Housing,,51500,1,86.2,4440977.2,1009721,Multifamily Housing,"{'Multifamily Housing': 46500.0, 'Other': 5000.0}"," 841,180 "," 288,803 ",,," 1,482,534 ",,,,
1013480016,333 East 55th St,Multifamily Housing,37,101131,1,151.7,15342366.5,1039970,Multifamily Housing,," 1,947,453 "," 242,840 ",,," 8,172,774 ",,,,
1014497501,330 East 75th St,Multifamily Housing,44,202142,1,158.2,31985448.9,1044935,Multifamily Housing,"{'Multifamily Housing': 192142.0, 'Retail Store': 10000.0, 'Parking': 20000.0}"," 5,521,941 "," 100,452 "," 11,358,797 ",,,,,,
1013700021,30 Sutton Pl,Multifamily Housing,69,136385,1,111.3,15186316.8,1040638,Multifamily Housing,," 2,041,304 "," 80,303 "," 6,653,218 ",,,,,,
1013800035,620 Park Ave,Multifamily Housing,,71116,1,78,5544473.6,1041136,Multifamily Housing,"{'Multifamily Housing': 67561.0, 'Urgent Care/Clinic/Other Outpatient': 3555.0}"," 1,610,785 "," 57,707 ",,," 498,581 ",,,,
1014980020,49 East 86th Street,Multifamily Housing,21,91361,1,130.9,11958136.1,1046850,Multifamily Housing,," 2,180,446 "," 126,421 ",,," 4,844,628 ",,,,
1008757503,18 Gramercy Park South,Multifamily Housing,,72888,1,161.2,11748144.4,1017936,Multifamily Housing,," 2,705,676 "," 1,154,097 "," 1,698,823 ",,,,,,
1015120001,983 Park Ave,Multifamily Housing,100,157457,1,146.3,23031691.6,1047642,Multifamily Housing,"{'Multifamily Housing': 152113.0, 'Urgent Care/Clinic/Other Outpatient': 5344.0}"," 4,082,458 "," 329,635 ",,," 9,326,040 ",,,,
1014950049,40 East 84th St,Multifamily Housing,,134035,1,126.3,16930089.1,1046787,Multifamily Housing,"{'Multifamily Housing': 126781.0, 'Medical Office': 1254.0, 'Retail Store': 6000.0, 'Parking': 3340.0}"," 3,554,080 "," 144,644 "," 4,325,134 ",,,,,,
1015267501,201 East 80th St,Multifamily Housing,34,253800,1,151.6,38481860.8,1048523,Multifamily Housing,"{'Multifamily Housing': 231800.0, 'Medical Office': 9000.0, 'Retail Store': 13000.0}"," 6,770,939 "," 2,178,409 "," 11,795,251 ",,,,,,
