bbl,address,bldgtype,ess,gfa,numbldgs,eui,energy (kBtu),bin,primary_type,other_types_dict, electricity , natural_gas , steam , fuel_4 , fuel_2 , elec kbtu , gas kbtu , total kbtu , EUI 
3059270024,150-74th Street,Multifamily Housing,82,57036,1,105.2," 6,002,418 ",3148192,Multifamily Housing,," 166,806 "," 4,833,717 ",,,," 569,141.73 "," 48,337.17 "," 617,478.90 ", 10.83 
1012590054,30 W 44th Street,Hotel,47,59000,1,287.6,16968217.1,1034215,Hotel,," 4,929,745 "," 1,501,300 ",,,," 16,820,290.62 "," 15,013.00 "," 16,835,303.62 ", 285.34 
1013050033,155 East,Hotel,42,153761,1,188.2,28933994.4,1036456,Hotel,," 4,605,159 "," 13,997,500 ",,,," 15,712,803.53 "," 139,975.00 "," 15,852,778.53 ", 103.10 
1013760036,540 Park Avenue,Hotel,45,320000,1,239.6,76659289.3,1946606,Hotel,"{'Hotel': 320000.0, 'Parking': 27000.0}"," 16,554,842 "," 22,649,785 ",,,," 56,485,121.93 "," 226,497.85 "," 56,711,619.78 ", 177.22 
1017300045,10 West 135th Street,Multifamily Housing,71,280358,1,130.4,36560013.2,1053892,Multifamily Housing,," 4,222,145 "," 20,595,912 ",, -   ,," 14,405,957.72 "," 205,959.12 "," 14,611,916.83 ", 52.12 
1008730001,201 Park Avenue South,Hotel,55,205473,1,201.5,41395315.3,1080799,Hotel,," 7,086,038 "," 3,212,100 "," 12,353,315 ",,," 24,177,562.34 "," 32,121.00 "," 24,209,683.34 ", 117.82 
1021550068,361 AUDUBON AVENUE,Multifamily Housing,37,36500,1,159.7,5827649.2,1063705,Multifamily Housing,," 1,728,755 ",,,,," 5,898,510.70 ", -   ," 5,898,510.70 ", 161.60 
1009230011,Fierman Hall,Medical Office,59,84862,1,256.7,21780911.1,1020430,Medical Office,," 6,936,596 ",,,,," 23,667,665.21 ", -   ," 23,667,665.21 ", 278.90 
1014117501,145 East 76th Street,Multifamily Housing,21,65953,1,172.7,11389794.8,1043173,Multifamily Housing,," 2,611,264 "," 2,891,651 ",,,," 8,909,632.43 "," 28,916.51 "," 8,938,548.94 ", 135.53 
2022830001,250 WILLIS AVE,Supermarket/Grocery Store,,50710,1,169.4,8592371.6,2092092,Supermarket/Grocery,," 2,736,424 ",,,,," 9,336,679.03 ", -   ," 9,336,679.03 ", 184.12 
1008260057,24-28 West 25 Street ,Office,96,133562,2,127,16961762.7,1080686; 1080687,Office,," 4,400,815 "," 95,573 ",,," 2,678,166 "," 15,015,579.07 ", 955.73 ," 15,016,534.81 ", 112.43 
2057740240,3825 Corlear Avenue,College/University,,161880,1,125.7,20349507.7,2084006,,," 3,459,386 "," 7,963,866 ",,,," 11,803,423.67 "," 79,638.66 "," 11,883,062.33 ", 73.41 
2024730067,675 Walton Avenue,Multifamily Housing,89,139417,1,91.5,12758108.9,2002900,Multifamily Housing,," 1,163,794 "," 8,062,985 ",,,," 3,970,866.15 "," 80,629.85 "," 4,051,496.00 ", 29.06 
1008150021,104 West 40th Street,Office,36,173108,1,278.3,48182964.3,1022565,Office,," 9,741,942 ",," 14,107,464 ",,," 33,239,505.76 ", -   ," 33,239,505.76 ", 192.02 
1013110005,109 East 56 Street,Hotel,26,247600,1,204.3,50582257.6,1036867,Hotel,," 9,948,455 "," 19,026,473 ",,,," 33,944,127.78 "," 190,264.73 "," 34,134,392.51 ", 137.86 
4012800026,3550 81 ST,Multifamily Housing,,57228,1,126.9,7261697.2,4029675,Multifamily Housing,," 810,672 "," 3,972,600 ",,," 138,000 ",,,,
1006977501,545 West 25th St,Office,43,78080,1,173.5,13548107.6,1087496,Office,," 3,563,402 "," 2,027,710 ",,,,,,,
4050240001,38-25 Parsons Blvd,Multifamily Housing,56,103710,1,125,12964723.1,4113662,Multifamily Housing,," 1,876,291 "," 3,656,824 ",," 3,201,488 ",,,,,
1020660009,451 West 151st St,DCAS - Police Station,,32764,2,213.6,6997799.3,1081826,,," 1,554,234 "," 1,809,700 ",,, -   ,,,,
4031490019,7510 Yellowstone Blvd,Other,,57600,1,105.3,6064806,4074416,Other,," 936,370 "," 2,784,924 ",,,,,,,
1008950034,145 East 39th Street,Hotel,56,82336,1,287.4,23661195.8,1019481,Hotel,," 4,536,595 "," 8,329,100 ",,,,,,,
4015040001,40-05 Hampton Street,Multifamily Housing,6,57000,1,239.9,13675498.6,4037122,Multifamily Housing,," 1,811,006 "," 7,610,200 ",,,,,,,
3041560006,95 Fountain Ave,Multifamily Housing,14,27230,1,156.3,4256790.5,3093208,Multifamily Housing,," 428,592 "," 2,774,600 ",,,,,,,
1009947504,1460 Broadway,Office,61,194479,1,138.7,26982996.5,1022573,Office,," 8,412,099 ",," 2,525,514 ",,,,,,
3020310016,1 Carlton Ave,Other,,71071,2,63.1,4483211.9,3255886,Other,," 869,969 "," 1,698,500 ",,,,,,,
3055380007,1640 63rd St,Other,,81000,1,63.4,5137000.8,3133050,Other,," 1,617,221 "," 411,800 ",,,,,,,
4049800011,136-18 39th Ave,Adult Education,,85000,1,206.3,17538424.6,4112492,,," 5,866,814 "," 642,730 ",,,,,,,
3013880032,1188 LINCOLN PL,Multifamily Housing,56,34250,1,106.7,3655210.7,,Multifamily Housing,," 418,546 "," 2,148,655 ",,,,,,,
1014990014,21 East 87th Street,Multifamily Housing,35,205195,1,103.7,21277384.6,1046915,Multifamily Housing,," 4,565,083 "," 7,454,152 ",,,,,,,
1008207504,16 West 19th Street,Multifamily Housing,6,58594,1,164.4,9635427.6,1087504,Multifamily Housing,," 2,633,741 "," 1,971,497 ",,,,,,,
3012270033,762 St Marks Ave,Multifamily Housing,53,35901,1,109.9,3944048.7,3031003,Multifamily Housing,," 437,058 "," 2,359,400 ",,,,,,,
1004610006,200 East 6th Street,Other - Education,,48463,1,182.1,8826694.3,1090311,,," 2,160,876 "," 2,484,133 ",,,,,,,
1008500075,935 BROADWAY,Office,1,57300,1,282.2,16169548.5,1016266,Office,," 5,523,868 "," 579,710 ",,,,,,,
1017720064,116-120 E 124th Street,Office,10,32573,1,256.1,8343207,1054453,Office,," 2,606,719 "," 869,343 ",,,,,,,
2025320043,1307 Merriam Ave,Multifamily Housing,100,81837,1,78.1,6390166.9,2003542,Multifamily Housing,,,,,," 5,946,420 ",,,,
3022517502,37 THROOP AVE,Multifamily Housing,,26828,1,142.6,3824874.7,3389461,Multifamily Housing,," 867,991 "," 1,322,100 ",,,,,,,
1014280013,225 East 73rd Street,Multifamily Housing,74,89516,1,104.5,9357604.8,1043991,Multifamily Housing,," 1,552,199 "," 247,139 ",,," 4,432,560 ",,,,
4134080039,147-40 183rd Street,Non-Refrigerated Warehouse,48,48795,,56,2732637.9,4814609,Non-Refrigerated Warehouse,," 978,674 ",,,,,,,,
4032920028,110-21 73 Rd,Multifamily Housing,94,116818,1,85.7,10009294.7,4078800,Multifamily Housing,," 1,010,721 "," 6,134,900 ",,,,,,,
1005010028,101 Wooster Street,Multifamily Housing,,30500,1,90.6,2764421.2,1007714,Multifamily Housing,," 944,649 "," 28,180 ",,,,,,,
2031240001,2105 - 2115 Honeywell Avenue,Multifamily Housing,61,181093,2,133,24090705.6,2013159,Multifamily Housing,," 4,838,382 "," 9,552,918 ",,,,,,,
3013057501,958 Nostrand Ave.,Multifamily Housing,66,112998,1,112.9,12755932.4,3396883;3823304,Multifamily Housing,"{'Multifamily Housing': 103788.0, 'Retail Store': 9210.0}"," 3,734,761 "," 1,948,700 ",,,,,,,
1004100048,107 Rivington Street,Hotel,10,64000,1,311.9,19963945.4,1075676,Hotel,," 5,070,973 "," 5,079,721 ",,,,,,,
1006427502,99 Jane Street,Multifamily Housing,53,161375,1,125.5,20254916.2,1085734,Multifamily Housing,," 4,488,156 "," 6,903,869 ",,,,,,,
1021700348,72 Wadsworth Terrace,Multifamily Housing,95,33490,1,66.1,2212549.3,1064092,Multifamily Housing,," 696,027 "," 266,030 ",,,,,,,
4059000075,23-20 Bell Boulevard ,Multifamily Housing,61,176942,2,115.4,20412306.5,4443744,Multifamily Housing,," 3,185,211 "," 10,082,600 ",,,,,,,
1035730025,604 Castle Hill Ave,Retail Store,,70000,,294,20580727.7,2021926,Retail Store,," 5,370,628 "," 5,229,087 ",,,,,,,
1007860018,247 west 36th st,Restaurant,,25060,1,128.7,3225359,1014439,Restaurant,," 1,031,136 "," 308,197 ",,,,,,,
3022647513,282 WALLABOUT ST,Multifamily Housing,98,51200,2,53.1,2719235.4,3378374,Multifamily Housing,," 504,614 "," 1,261,600 ",,,,,,,
2023687501,488 East 164th Street,Multifamily Housing,60,120000,1,108.6,13031369.2,2114611,Multifamily Housing,," 2,215,091 "," 6,167,657 ",,,,,,,
1008660003,391-395 Fifth Avenue,Office,22,35600,1,257.4,9164500.2,1017176,Office,," 2,182,260 ",," 2,311,310 ",,,,,,
1010180006,235 West 46th Street,Hotel,20,215879,1,240.5,51921892.3,1024737,Hotel,," 11,434,391 "," 1,147,519 "," 14,890,566 ",,,,,,
3048040001,555 Kingston Ave,Multifamily Housing,96,32528,1,65.1,2118717.6,3107038,Multifamily Housing,," 751,778 ",,,,,,,,
1005050001,150 Varick Street,Distribution Center,14,213980,1,196.6,42069556.7,1007817,Office,," 12,472,270 "," 6,315,257 ",,,,,,,
1012620056,36 West 47th Street,Office,8,97780,1,293.5,28700871.7,1034345,Office,," 7,830,985 ",,," 6,320,937 ",,,,,
3051620052,349 East 19 Street,Multifamily Housing,65,51000,1,106.8,5448956.4,3118805,Multifamily Housing,," 430,910 "," 3,611,900 ",,,,,,,
3054530018,1528 49 ST,Multifamily Housing,70,76700,1,103.5,7939881,3129134,Multifamily Housing,," 1,172,844 "," 3,799,600 ",,, -   ,,,,
2028100026,250 East 178th Street,Multifamily Housing,59,81667,1,100.1,8173658.9,2007728,Multifamily Housing,," 926,967 "," 202,288 ",,," 4,692,125 ",,,,
1021340199,765 Riverside Drive,Multifamily Housing,18,127060,1,137.5,17465100.9,1063276,Multifamily Housing,," 1,238,061 "," 12,051,185 ",,,,,,,
3044310001,12040 FLATLANDS AVE ,Worship Facility,1,90100,2,344.8,31062551.6,3348861,Worship Facility,," 5,225,940 "," 14,566,865 ",,,,,,,
1018840001,545 West 112th street,Other - Education,,59072,1,288.2,17024822.5,1056989,,," 4,507,934 "," 2,601,300 ",,," 137,172 ",,,,
4002940173,30-20 Review Ave.,Non-Refrigerated Warehouse,60,154100,1,68.7,10587550.5,4003565,Non-Refrigerated Warehouse,," 2,115,841 "," 3,827,886 ",,,,,,,
4003990017,39-05 29th st.,Hotel,29,69159,1,224.6,15534234.9,4538549,Hotel,," 4,400,312 "," 2,819,387 ",,,,,,,
4096660040,135-30 82ND DRIVE,Multifamily Housing,93,71465,1,91.1,6511556.1,4206532,Multifamily Housing,," 485,247 "," 4,616,300 ",,, -   ,,,,
4014750001,87-10 37th Ave,Multifamily Housing,26,105000,1,126.3,13260187.9,4036262,Multifamily Housing,," 1,952,200 "," 6,890,300 ",,,,,,,
1005310020,383 Lafayette Street,Office,76,67160,1,159.9,10739230.8,1008512,Office,," 2,990,732 "," 1,816,333 ",,,,,,,
4032370040,106-06 Queens Boulevard,Other - Entertainment/Public Assembly,,67780,1,114,7725886,4077479,,," 2,066,932 "," 1,885,655 ",,,,,,,
1008410020,25 West 39th Street,Office,81,208528,1,110.9,23134792.1,1016041,Office,," 8,210,813 "," 127,332 ",,,,,,,
3021350007,34 South 9th Street,Multifamily Housing,100,34892,,65.3,2278176.6,3395350,Multifamily Housing,," 813,635 ",,,,,,,,
4033477501,119-49 Union Turnpike,Multifamily Housing,1,89253,1,295.7,26390244.7,,Multifamily Housing,," 4,194,205 "," 14,153,300 ",,,,,,,
1007660053,214 West 17th Street,Multifamily Housing,,26400,1,97.1,2564225.7,1013817,Multifamily Housing,," 382,779 "," 1,176,083 ",,,,,,,
3004340016,625 Union Street,Hotel,78,39780,1,148.7,5914340.7,3395585,Hotel,," 2,112,265 ",,,,,,,,
4002250006,36-01 47th Avenue,Distribution Center,56,30000,1,81,2429089,4003185,Distribution Center,," 526,822 "," 763,790 ",,,,,,,
3012880038,1116 Carroll Street,Multifamily Housing,61,32350,1,129.3,4181657.5,3033818,Multifamily Housing,," 277,672 "," 2,969,100 ",,,,,,,
1014697501,401 E. 74th St.,Multifamily Housing,,299269,2,116.2,34778474.5,1045891,Multifamily Housing,," 6,857,170 "," 13,644,164 ",,,,,,,
1005770039,80 5th Avenue,Office,60,126756,1,159.3,20194942.3,1009717,Office,," 5,987,214 "," 641,700 ",,," 2,359,800 ",,,,
4066780001,147-21 72 AVE,Multifamily Housing,43,46100,54,120.5,5553821.1,4455316,Multifamily Housing,," 673,288 "," 3,220,234 ",,,,,,,
1006970042,508 W. 26th Street,Office,75,146416,1,122.3,17905944,1012385,Office,," 6,461,669 "," 18,960 ",,,,,,,
4021500001,105-25 65th Ave,Multifamily Housing,31,273771,3,126.8,34710348,4432063,Multifamily Housing,"{'Multifamily Housing': 273771.0, 'Parking': 67.0}"," 4,717,704 "," 18,285,579 ",,," 690,000 ",,,,
4021030001,98-09 QUEENS BLVD,Multifamily Housing,23,246960,9,143.2,35359612.4,401671;426760;426749;426750;426751;426758;426759;426735,Multifamily Housing,," 2,980,507 "," 24,762,686 ",,,,,,,
4021020001,64-33 98Th St,Multifamily Housing,80,308700,11,100,30864322,428921;429619;429620;429624;429623;429622;429621;401672;429618;429005,Multifamily Housing,," 3,344,122 "," 18,338,638 ",,,,,,,
2058363127,5260 Fieldston Road Bronx,K-12 School,47,169660,12,139,23589508,2100878;2100871;2830468;2100875;2100870;2100873;2100877;2100874;2100876;2100872;2113340;2113341;2128928,K-12 School,," 6,301,609 "," 2,576,900 ",,," 731,952 ",,,,
4084010600,245-10 Grand Central Parkway,Multifamily Housing,48,279855,2,121,33860889.2,4456352,Multifamily Housing,," 5,110,008 "," 15,857,826 ",,,,,,,
4083730002,249-06 63 AVENUE ,Multifamily Housing,11,95056,56,166.6,15834980.1,4456129,Multifamily Housing,," 1,924,603 "," 8,487,972 ",,,,,,,
1008290050,1170 Broadway,Hotel,83,125000,4,274.7,34338066.2,1080710,Hotel,," 8,033,914 "," 8,245,445 ",,,,,,,
4083370001,249-04 57 Avenue,Multifamily Housing,20,156144,12,165.1,25774968,4455901;4455914;4459795;4455920;4455924;4459792;4459803;4459822;4459823;4455936;4455938;4455948,Multifamily Housing,," 3,166,408 "," 13,741,309 ",,,,,,,
4083530001,249-06 60th Avenue ,Multifamily Housing,20,146484,85,163.3,23913728.2,4456025;4456026;4456027;4456028;4456029;4456030;4456031;4456032;4456033;4456034;4456035;4456036;4456037;4456038;4456039;4456040;4456041;4456042;4456043;4456044;4456045;4456046;4456047;4456048;4456049;4456050;4456051;4456054;4456055;4456056;4456057;4456058;4456059;4456060;4456061;4456062;4456063;4459179;4459180;4459181;4459182;4459183;4459184;4459185;4459828;4459829;4459830;4459831;4459832;4459833;4459834;4459835;4459836;4456052;4456053;4456064;4456065;4456066;4456067;4456068;4456069;4456070;4456071;4456072;4456073;4456074;4456075;4456076;4456077;4456078;4456079;4456080;4456081;4456082;4456083;4456084;4459170;4459171;4459172;4459173;4459174;4459175;4459176;4459177;4459178,Multifamily Housing,," 3,183,528 "," 12,136,747 ",,,,,,,
4083740056,252-06 63 AVENUE ,Multifamily Housing,19,72016,43,168.3,12122344.1,4456323,Multifamily Housing,," 1,210,612 "," 7,234,558 ",,,,,,,
4083050010,245-01 62 Avenue,Multifamily Housing,15,86084,52,158.1,13613101.9,4455900;4455849;4455850;4455851;4455852;4455853;4455854;4455855;4455856;4455857;4455858;4455859;4455894;4455895;4455896;4455897;4455898;4455899;4455860;4455861;4455862;4455863;4455864;4455865;4455866;4455867;4455868;4455869;4455870;4455871;4455873;4455874;4455875;4455876;4455877;4455878;4455879;4455880;4455881;4455882;4455883;4455884;4455885;4455886;4455887;4455888;4455889;4455890;4455891,Multifamily Housing,," 1,668,614 "," 7,156,444 ",,,,,,,
4083490036,252-08 58 Avenue,Multifamily Housing,19,151492,21,166.6,25233448.6,4456008;4456016;4455962;4456016; 4458866;4458884  ,Multifamily Housing,," 2,929,031 "," 14,010,353 ",,,,,,,
4083060004,245-88 62 Avenue,Multifamily Housing,22,124200,66,141.1,17527025.2,4461477;4461479;4461480;4461481;4461482;4461483;4461484;4461485;4461486;4461487;4461488;4453957;4453958;4453959;4453960;4453961;4453962;4453963;4453964;4453966;4453967;4453968;4453969;4453970;4453971;4453972;4453978;4453979;4453980;4453982;4453983;4453984;4453985;4453986;4453987;4453987;461503;4461504;4461506;4461507;4461508;4461509;4461510;4461511;4461512;4461513;4461514;4461515;4453965;4453987;4461475;4461475;4461476,Multifamily Housing,," 2,374,009 "," 8,972,763 ",,,,,,,
4082760010,57-63 244th Street,Multifamily Housing,19,109562,61,154.2,16896553.9,4455827;4455828;4455829;4455830;4455831;4455832;4455833;4455834;4455835;4455836;4455837;4455838;4455839;4455840;4455841;4455842;4455843;4455844;4455845;4455846;4455847;4455848;4455789;4455790;4455791;4455792;4455793;4455794;4455795;4455796;4455797;4455798;4455799;4455800;4455801;4455802;4455803;4455804;4455805;4455806;4455807;4455808;4455809;4455810;4455811;4455812;4455813;4455814;4455815;4455816;4455817;4455818;4455819;4455820;4455821;4455822;4455823;4455824;4455825;4455826,Multifamily Housing,," 2,279,233 "," 8,615,543 ",,,,,,,
4082760002,242-63 61 Avenue,Multifamily Housing,19,149406,88,157.7,23559839.6,4455746;4455729;4455730;4455731;4455732;4455733;4455734;4455735;4455736;4455737;4455738;4455739;4455740;4455741;4455742;4455743;4455744;4455745;4455781;4455782;4455783;4455784;4455785;4455786;4455787;4455788;4459763;4459764;4459765;4459766;4459767;4459768;4459791; 4455747;4455748;4455749;4455750;4455751;4455752;4455753;4455754;4459769;4459770;4459771;4459772;4459773;4459774;4459775;4459776;4459777;4459778;4459779;4459780;4459781;4459782;4459783;4459784;4459786;4459787;4459788;4459790;4455755;4455756;4455757;4455758;4455759;4455760;4455761;4455762;4455763;4455764;4455765;4455766;4455767;4455768;4455769;4455770;4455771;4455772;4455773;4455774;4455775;4455776;4455777;4455778;4455779;4455780;4459789,Multifamily Housing,," 3,230,917 "," 11,634,153 ",,,,,,,
4082760030,246-41 57th Drive,Multifamily Housing,29,103032,58,149.2,15373965.4,4440432;4461369;4440433;4461370;4440436;4461371;4461372;4461373;4440437;4461374;4440438;4461375;4440418;4461376;4440414;4461377;4461378;4461379;4461380;4461381;4440415;4461382;4440416;4461383;4440417;4461384;4440419;4461385;4440435;4461402;4461386;4461387;4440420;4461388;4440421;4461389;4440422;4461391;4440423;4461392;4440424;4461393;4440425;4461394;4440426;4461395;4440427;4461396;4440428;4461403;4440429;4461397;4461398;4461399;4440430;4461400;4440434;4461401,Multifamily Housing,," 2,066,128 "," 7,812,792 ",,,,,,,
1008280053,1155 Broadway,Hotel,27,50000,1,167.9,8395581.5,1015657,Hotel,," 1,976,692 "," 1,848,519 ",,,,,,,
4082760020,56-23 244th Street,Multifamily Housing,20,176032,96,153.4,26995568.7,4440454;4461468;4440453;4461469;4461470;4461471;4461472;4461473;4440451;4461421;4461422; 4440456;4461427;4440458;4461428;4461429;4440459;4461430;4461431;4461432;4440460;4461435;4440461;4461436;4440462;4461437;4440463;4461438;4440464;4461439;4440465;4461440;4440467;4461441;4440468;4461442;4461443;4461444;4440469;4461446;4440470;44614474461423;4461424;4461425;4440450;4461409;4461410;4461411;4461412;4461413;4440452;4461426;4440474;4461448;4440475;4461449;4440476;4461450;4440484;4440477;4461451;4440486;4461452;4440487;4461453;4461455;4461456;4440479;4461457;4440480;4461458;4440481;4461459;4440489;4461419;4445164;4461420;4442885;4461414;4445163;4461415;4461416;4461417;4445303;4461418;4440482;4461460;4461461;4461462;4461463;4461464;4461465;4461466;4440483;4461467,Multifamily Housing,," 3,466,503 "," 14,179,888 ",,,,,,,
4105920150,209-30 86 Drive,Multifamily Housing,99,152380,4,55,8386991.1,4434643;4434642;4434641;4434644,Multifamily Housing,," 2,958,975 ",,,,,,,,
3045900051,828 Midwood Street,Multifamily Housing,60,316000,3,121.6,38411564.1,"3323070, 3323071, 3340603",Multifamily Housing,," 4,842,200 "," 21,968,000 ",,," 276,138 ",,,,
4067910025,65-24 162nd Street,Multifamily Housing,75,291876,2,116,33859014.1,4440184,Multifamily Housing,"{'Multifamily Housing': 291876.0, 'Parking': 0.0}"," 11,357,593 "," 461,514 ",,,,,,,
4067910001,65-94 162nd Street,Multifamily Housing,44,350000,16,143.8,50323017.7,4451568,Multifamily Housing,"{'Multifamily Housing': 350000.0, 'Parking': 0.0}"," 8,629,221 "," 23,780,681 ",,,,,,,
1000650024,24 John Street,Hotel,99,50000,1,64.2,3212068.1,1001105,Hotel,," 1,022,952 ",,,,,,,,
4067890015,161-04 Harry Van Arsdale Jr. Ave.,Multifamily Housing,22,350000,20,167.6,58653777.4,4451548,Multifamily Housing,"{'Multifamily Housing': 350000.0, 'Parking': 0.0}"," 9,100,068 "," 28,828,553 ",,,,,,,
1016940003,420-440 East 102 St.,Multifamily Housing,31,175885,2,131.9,23194794.8,1083934,Multifamily Housing,," 6,298,040 "," 4,184,631 ",,,,,,,
4021510101,105-28 65th Avenue (4 Buildings),Multifamily Housing,91,160791,4,94.2,15151154.4,4432069;4432070;4432071;4432072,Multifamily Housing,," 1,993,786 "," 7,880,700 ",,," 407,693 ",,,,
4021540001,66-33 Yellowstone Boulevard,Multifamily Housing,84,251699,6,98.4,24771996.1,4432094;4432095;4432096;4432097;4432098;4432099; 4834132,Multifamily Housing,," 2,509,706 "," 14,916,999 ",,," 592,434 ",,,,
4021550001,67-07 Yellowstone Boulevard (6 Buildings),Multifamily Housing,49,228690,6,139.3,31856215.6,4432101;4432102;4432103;4432104;4432105;4432106,Multifamily Housing,," 4,439,269 "," 16,499,000 ",,," 542,754 ",,,,
4097150228,139-09 84th Drive,Multifamily Housing,82,150903,3,103.2,15570475.3,4451808;4451809;4451810,Multifamily Housing,," 1,043,141 "," 10,303,000 ",,," 1,186,966 ",,,,
1018457501,300 Cathedral Parkway,Multifamily Housing,1,153700,1,213.2,32772505.7,1076522,Multifamily Housing,," 2,094,827 "," 24,022,656 ",,,,,,,
5005930500,300 Howard Avenue,College/University,,176327,13,179.3,31622184.7,5106892,College/University,," 8,096,608 "," 5,234,500 ",,," 2,605,164 ",,,,
1021647501,4260 Broadway,Multifamily Housing,100,114097,2,54.2,6180644.1,,Multifamily Housing,," 2,127,679 "," 176,149 ",,,,,,,
1010287502,224 West 57th St,Office,90,169416,1,141,23882428.7,1024898,Office,"{'Bank Branch': 4662.0, 'Office': 164754.0}"," 6,551,394 "," 1,435,755 "," 1,133,475 ",,,,,,
4026110106,4710 Grand Ave,Distribution Center,37,200000,1,103.2,20637352.4,4059001,Distribution Center,," 5,234,450 "," 3,243,162 ",,,,,,,
4050200023,38-20 Bowne Street,Multifamily Housing,,193975,1,176.6,34253114.1,4113595,,," 10,446,179 ",,,,,,,,
1011387503,155 West 66th Street,Hotel,,142088,1,244.6,34747928.9,1028838,Hotel,"{'Hotel': 120780.0, 'Other': 3054.0, 'Supermarket/Grocery': 13799.0, 'Non-Refrigerated Warehouse': 4455.0}"," 7,622,453 "," 1,902,140 "," 7,195,772 ",,,,,,
3074560006,2626 Homecrest Avenue,Multifamily Housing,72,127500,1,115.4,14710217,3204886,Multifamily Housing,," 2,305,455 "," 6,677,050 ",,, -   ,,,,
1012670041,650 Fifth Avenue,Office,89,387664,1,166,64364091.4,1034517,Office,"{'Retail Store': 75521.8, 'Office': 311592.6, 'Food Sales': 355.6}"," 16,134,500 ",," 10,443,801 ",,,,,,
1013137502,732 Lexington Avenue,Office,95,269470,1,135.8,36606863.1,1087267,Office,"{'Data Center': 1071.0, 'Office': 268399.0}"," 10,215,699 ",," 3,431,667 ",,,,,,
4041250001,15-30 Petracca Place,Other - Education,,92705,1,156.1,14471586.1,4854710,,," 3,554,617 "," 2,817,938 ",,,,,,,
2030930002,730 E 178 ST,Other,,82856,1,327.6,27143788,2012632,Other,," 7,461,053 "," 2,392,119 ",,,,,,,
1008670055,241 Madison Avenue,Hotel,70,135200,1,199.2,26935682.3,1017220,Hotel,," 4,541,399 ",,," 11,569,323 ",,,,,
4058650040,16-41 212 Street,Multifamily Housing,32,69000,10,142.9,9860091.9,4440851;4440854;4440852;4440853;4440855;4440856;4440839;4440849;4440850,Multifamily Housing,,," 8,483,120 ",,,,,,,
4012750045,3535 75 ST,Multifamily Housing,91,104500,1,100.4,10492830.6,4029568,Multifamily Housing,," 256,342 "," 8,413,913 ",,,,,,,
4058630002,13-02 212 Street,Multifamily Housing,39,80740,44,136.4,11009956.5,4455173;4455160;4455164;4455154;4455153;4455155;4455165;4455169;4455168;4455172;4455143;4455145;4455149;4455150;4455133;4455135;4455174;4455159;4455146;4455136;4455137;4455167;4455152;4455138;4455131;4455166;4455171;4455132;4455157;4455156,Multifamily Housing,,," 9,442,347 ",,,,,,,
4058630110,C/O B.L. Management,Multifamily Housing,,69000,48,201,13866249,4440851;4440854;4440852;4440853;4440855;4440856;4440839;4440849;4440850,Multifamily Housing,," 2,817,056 "," 4,346,327 ",,,,,,,
4058630200,209-15 18th Ave,Multifamily Housing,1,99000,2,209.5,20735735.6,4450091;4450092,Multifamily Housing,," 2,606,495 "," 10,745,294 ",,,,,,,
1008900057,150 East 35th st,College/University,,39905,1,101.8,4063846.4,1018534,College/University,," 1,031,572 "," 614,285 ",,,,,,,
4098450001,175-27Wexford terrace,Multifamily Housing,52,71620,1,126.3,9045607.6,4210598,Multifamily Housing,," 188,600 "," 7,454,294 ",,,,,,,
3076740047,2016 Avenue N,Multifamily Housing,91,63000,1,89.7,5648866.8,3210674,Multifamily Housing,," 109,765 "," 4,739,826 ",,,,,,,
3067600062,1561 E. 13th Street,Multifamily Housing,,71000,1,91.3,6479362.1,3181781,Multifamily Housing,," 105,904 "," 5,429,559 ",,,,,,,
3066540001,1701 W 3rd Street,Multifamily Housing,89,121680,1,87.8,10685572.8,3176990,Multifamily Housing,," 334,422 "," 8,611,425 ",,,,,,,
2057890024,3240 Henry Hudson parkway,Multifamily Housing,100,163197,1,65.8,10744635.2,2084124,Multifamily Housing,," 479,394 ",,,," 8,492,658 ",,,,
3105040051,86-84 palo alto st,K-12 School,96,28581,,81.7,2335342.1,4448886,K-12 School,," 743,740 ",,,,,,,,
3065120001,900 Avenue H,Multifamily Housing,72,77000,1,103.9,8001914.6,3170547,Multifamily Housing,," 165,243 "," 6,722,745 ",,,,,,,
2042500026,1870 Pelham Pkwy South,Other,,60000,1,94.9,5695918.8,2047795,Other,," 1,488,093 "," 910,973 ",,,,,,,
2042010031,1165 morris park ave,College/University,,51389,1,258,13259457.3,2046741,College/University,," 1,974,625 "," 6,544,388 ",,,,,,,
1013197503,205 East 45th Street,Hotel,7,140105,1,189.6,26570638.8,1081175,Hotel,"{'Hotel': 140105.0, 'Parking': 1000.0}"," 5,509,861 "," 9,028,200 ",,,,,,,
1005640031,35 East 12th Street,Multifamily Housing,94,64377,1,71.7,4616148.7,1009206,Multifamily Housing,," 222,174 "," 3,358,526 ",,,,,,,
1013170021,815 Second Avenue,Office,87,139824,1,147.8,20662510.1,,Office,," 4,667,864 ",," 4,182,210 ",,,,,,
3002690016,61 Schermerhorn Street,Multifamily Housing,98,47896,1,72.5,3474129.3,3002644,Multifamily Housing,," 397,581 "," 1,928,817 ",,,,,,,
1012910001,1 E 55th Street,Office,87,310000,1,179.5,55657226,1035768,Office,"{'Retail Store': 63395.0, 'Office': 246605.0}"," 16,364,635 ",," 3,284,093 ",,,,,,
